date,AAPL,AMZN,AVGO,BRK-B,FB,GOOG,JPM,LLY,MSFT,NVDA,PG,TSLA,UNH,V,XOM
2019-09-30,222.1837555517,1735.91,268.741930285,208.02,178.08,60.95,114.7697929363,110.094558767,137.8028738176,4.3311,122.0481858444,240.87,215.6295004706,171.1853633322,67.4253404858
2019-10-01,222.79881082,1735.65,267.5543142638,206.71,175.81,60.255,112.6828921216,109.2380599194,135.8601734459,4.3293,121.5281220199,244.69,215.520356144,173.4544327374,65.8402099772
2019-10-02,217.213712174,1713.23,262.9011957549,203.1,174.6,58.8315,110.4399613395,105.3395134407,133.461533191,4.3054,118.8100525972,243.13,215.0639344147,169.0158145149,64.1213937632
2019-10-03,219.0588779789,1724.42,267.1454628467,204.98,179.38,59.3915,110.283931372,105.6250130565,135.0771462552,4.5112,119.4576792467,233.03,213.6847470152,172.0412403886,64.9139590174
2019-10-04,225.1995104157,1739.65,273.9596531318,208.08,180.45,60.45,112.672646527,106.5208911615,136.9009057879,4.5276,121.6753098947,231.43,218.0902089243,175.1363306738,65.8593079352
2019-10-07,225.249111647,1732.66,268.7516648425,207.24,179.68,60.384,112.426893939,106.1566330309,135.9097321288,4.5863,120.5370569957,237.72,219.5190073813,174.0615083239,64.9521549333
2019-10-08,222.610326141,1705.51,263.1542942512,204.09,177.75,59.4565,109.9202175418,105.5265649131,134.4725303232,4.4097,118.6628647223,240.05,218.3977974811,171.5933977428,63.6916897097
2019-10-09,225.2193509082,1721.99,265.8994394803,206.69,179.85,60.1155,110.7164559268,105.6348578709,137.019846627,4.4963,119.6931798465,244.53,220.3524731479,174.0416042063,64.3983141532
2019-10-10,228.2549462647,1720.26,267.1649319618,206.86,180.03,60.4335,112.2696122827,105.2607549259,137.8722559737,4.554,119.6539297465,244.74,221.9896380466,174.0416042063,65.1717814496
2019-10-11,234.3261369776,1731.92,273.4534561392,208.08,184.19,60.7725,114.1668222617,106.6784081909,138.447136696,4.6276,118.8198651222,247.89,220.3425509364,176.2111530236,65.8688569141
2019-10-14,233.9888486047,1736.43,274.1835479555,207.91,183.28,60.857,114.4715554708,106.2255467313,138.3182841203,4.6411,117.7993625231,256.96,218.8740636334,176.5097147875,66.0598364935
2019-10-15,233.4432350602,1767.38,282.6136747938,209.38,188.89,62.1505,117.9219218057,107.9976133125,140.3254107799,4.8859,115.0027929005,257.89,236.734044346,177.89305096,66.2890119887
2019-10-16,232.5008116652,1777.43,280.8225162046,209.29,189.55,62.182,117.6466789072,106.274770803,139.1706934671,4.8322,115.3266062252,259.75,235.1464905049,177.017269786,65.1526834916
2019-10-17,233.4035540752,1787.48,281.7472991719,208.62,190.39,62.6535,118.305295843,106.7768563343,138.4570484326,4.8342,115.1753952151,261.97,241.7745277916,177.0869341976,65.0667426809
2019-10-18,234.5245419029,1757.51,279.1189686333,208.76,185.85,62.2745,118.5117280168,106.9540629925,136.19717249,4.7396,116.0049187681,256.95,243.4315371133,174.8676250863,64.5606467957
2019-10-21,238.5918428707,1785.66,281.8835829776,211.49,189.76,62.3075,121.4509289688,106.2353915456,137.2081696222,4.8769,117.5948389112,253.5,242.0225830793,175.5841733196,65.6396814189
2019-10-22,238.0462293262,1765.73,279.8295913345,210.62,182.34,62.14,122.6698618051,108.1354407133,135.1663518845,4.867,120.6561758328,255.58,247.5393326772,170.0408765708,65.9738956828
2019-10-23,241.2405486229,1762.17,272.8791172437,210.96,186.15,62.9565,122.9942552212,105.7333060143,136.0286729679,4.8541,121.465948825,254.68,245.872401144,170.4986712753,66.6041282946
2019-10-24,241.6373584734,1780.78,274.8162941962,210.26,186.38,63.0495,122.9057842895,106.1664778452,138.7048418473,4.8981,123.2336240152,299.68,242.6079935582,175.3154677321,65.9738956828
2019-10-25,244.6134323523,1761.33,282.1269469163,211.8,187.89,63.2565,123.8887946414,108.4898540295,139.487869038,5.0892,121.7128308348,328.13,243.0048820185,176.9973656684,66.1266793463
2019-10-28,247.0637331793,1777.08,283.8110253725,212.86,189.4,64.5,124.3606396102,111.2365572305,142.9173298983,5.1452,121.9399622838,327.71,245.128235281,178.9778253686,65.5441916293
2019-10-29,241.3496713318,1762.71,280.511010363,213.01,189.31,63.131,124.2819987821,109.9370417376,141.569333722,5.0489,122.0584656485,316.22,250.3274741106,176.778420375,65.3532120499
2019-10-30,241.319910593,1779.99,282.5357983334,213.25,188.25,63.0645,123.5938915358,110.9707472433,143.3336228351,5.0509,123.3817532211,315.01,252.8179491989,178.3906538997,64.6656855643
2019-10-31,246.7760460376,1776.66,285.076517854,212.58,191.65,63.0055,122.7976531508,112.1816594071,142.1045674979,5.0016,122.9571161642,314.92,250.7342847824,178.0025236067,64.5224508798
2019-11-01,253.7797398993,1791.44,288.7172423777,215.83,193.62,63.687,125.6287229641,110.7640061421,142.4514782786,5.0407,122.3250982191,313.31,250.2480964186,180.0625997773,66.4608936101
2019-11-04,255.4463412715,1804.66,296.9040052773,217.98,194.72,64.5685,126.631393523,111.3546950026,143.2741524156,5.2375,117.5849636308,317.47,249.2955641139,178.0920921359,68.4375322563
2019-11-05,255.0792921597,1801.71,305.7040453026,220.88,194.32,64.6015,126.9066364215,109.5235595353,143.1849467862,5.2153,117.4170838642,317.22,248.3529540208,175.5244609668,69.7934872696
2019-11-06,255.1884148686,1795.77,304.8474042382,222.0,191.55,64.59,127.1032384918,112.0536768207,142.7884773226,5.1661,118.8193736799,326.58,248.5712426739,175.9225433186,68.2656506349
2019-11-07,258.1248077625,1788.2,303.4650970661,222.74,190.42,65.443,127.7913457381,111.019971315,142.9867120544,5.1837,118.1281040524,335.54,254.4650363091,177.5745850786,69.7170954378
2019-11-08,258.8312357527,1785.88,305.0907681769,221.31,190.84,65.5685,128.1648896718,111.7681772048,144.6717072748,5.1698,118.2071062955,337.14,254.9710690959,178.1119962535,68.4088853194
2019-11-11,260.8808718935,1771.65,304.4482873786,220.85,189.61,64.9595,127.71270491,111.049505758,144.8203833237,5.1798,117.841720921,345.09,252.1134721819,178.6792636048,67.9932315015
2019-11-12,260.6420793334,1778.0,307.1544943776,220.89,194.47,64.94,126.9656170426,111.4137638886,145.7719100364,5.2153,117.7824692387,349.93,253.2644487167,178.8783047807,67.0555938195
2019-11-13,263.1394515243,1753.11,305.3438666732,219.77,193.19,64.9,126.2971700033,111.0396609437,146.0097917145,5.1895,119.1452579328,346.11,251.5975171835,178.5498868405,66.5046108517
2019-11-14,261.3186582536,1754.6,300.7686246247,219.36,193.15,65.573,126.4151312456,110.296377461,146.7531719588,5.2198,118.9971287269,349.35,253.8399369841,179.1868186033,66.214619816
2019-11-15,264.4229615347,1739.49,304.6040402994,219.74,195.1,66.7435,127.3293308728,112.0787051334,148.6463136476,5.0805,119.0366298485,352.17,267.3043779992,179.2067559406,66.8815991981
2019-11-18,265.7562199952,1752.53,302.8128817102,219.35,197.4,66.035,128.4008121563,112.9500653288,149.0130479015,5.2818,120.3697927014,349.99,270.8069186611,179.0971005857,66.2339525517
2019-11-19,264.9502951049,1752.79,309.2668933659,219.03,199.32,65.773,128.3614917422,113.9699528302,149.0626065844,5.175,119.905654523,359.52,272.0968061571,182.1973565292,65.5573068017
2019-11-20,261.8658912038,1745.53,303.3969551632,217.48,197.51,65.1525,127.4276319079,113.4847636305,148.8049014331,5.2544,120.7648039171,352.22,273.4164602875,181.0908343114,65.7603005267
2019-11-21,260.6918277834,1734.71,306.8819267662,216.63,197.93,65.0675,127.7225350135,113.6233891161,148.6656641239,5.2295,118.8391242406,354.83,274.3987592267,179.3263799641,67.3455848552
2019-11-22,260.4629849133,1745.72,306.560686367,217.96,198.82,64.767,128.5679239161,115.0591530745,148.7750648668,5.2472,118.7897478387,333.04,274.6865033604,178.9076958817,67.0555938195
2019-11-25,265.029892625,1773.84,311.1359284155,219.06,199.79,65.3345,129.2560311624,116.3166842656,150.4061304887,5.504,119.0070040073,336.34,280.471152669,180.4029961761,66.6109408981
2019-11-26,262.9603571042,1796.94,307.8748516363,218.9,198.97,65.6775,129.4329730257,115.9404150903,151.2017722555,5.3992,120.735178076,328.92,279.2110318076,181.9780458194,66.4466126445
2019-11-27,266.4924970555,1818.51,309.9872506246,220.5,202.0,65.6495,129.8163470629,116.2869788044,151.490192396,5.4341,120.2414140563,331.29,278.4867103676,183.7923435099,66.4079471731
2019-11-29,265.9054653453,1800.8,307.816444291,220.3,201.64,65.248,129.5214439574,116.1978624207,150.55531332,5.3967,120.5376724681,329.94,277.692933447,183.9319048707,65.8569642053
2019-12-02,262.8310111342,1781.6,302.472172196,220.33,199.7,64.496,129.2363709553,115.5938513762,148.7352827785,5.2102,121.189440974,334.87,277.4845670054,181.2204270036,66.1372888731
2019-12-03,258.1447071425,1769.96,298.3836580249,218.08,198.82,64.764,127.5750834607,116.4553097512,148.4965902484,5.1706,121.416572423,336.2,274.7460366294,181.3300823585,65.6153050089
2019-12-04,260.4231861533,1760.69,301.498716441,218.4,198.71,66.027,130.0915899614,117.5049027138,149.033648441,5.2144,122.976866725,333.03,277.1472118141,180.0341554368,66.3596153338
2019-12-05,264.2438671147,1740.48,302.9296964008,219.6,199.36,66.4065,130.7993574147,118.5941029581,149.1132126177,5.1975,123.0657442485,330.37,279.806364498,181.3201136899,66.1276225053
2019-12-06,269.3480580865,1751.6,307.6606913702,222.61,201.05,67.031,132.7457179114,118.4653792929,150.9232976371,5.2829,122.6411071917,335.89,279.082043058,181.5992364115,67.1909229695
2019-12-09,265.5771255752,1749.51,306.0350202593,221.38,201.34,67.178,132.1264213897,119.059488517,150.5354222758,5.2829,123.3126262583,339.53,276.4425219684,182.3468865587,67.3359184873
2019-12-10,267.1292772157,1739.21,306.6969701727,221.26,200.87,67.233,132.2148923214,119.4654631535,150.3066752679,5.328,122.7201094348,348.84,278.4146924429,181.6889544292,66.7559364159
2019-12-11,269.4077562265,1748.72,311.233273991,222.57,202.26,67.251,131.9003290088,119.5941868187,150.8735700267,5.4117,123.1052453701,352.7,279.3908172232,181.4397377135,66.6592727374
2019-12-12,270.0942848368,1760.33,319.0987964915,225.92,196.75,67.5135,135.6750887598,120.5051542957,152.4051804278,5.5792,123.0163678466,359.68,282.4885193322,182.0677638371,67.9932315015
2019-12-13,273.7657204481,1760.94,307.0474142445,225.37,194.11,67.3915,134.4856462341,120.3368233489,153.6881527767,5.5772,123.9051430819,358.39,284.3511247803,184.5599309943,66.9202646695
2019-12-16,278.4520244398,1769.21,314.5527581156,226.85,197.92,68.0585,135.0066417206,121.643863642,154.6827049852,5.6061,123.9940206054,381.5,290.8752240773,185.6564845435,67.6645749944
2019-12-17,278.99925739,1790.66,315.2049734715,227.05,198.39,67.756,135.8323704161,124.0995151018,153.8472811301,5.6843,123.7471385956,378.99,289.3213927944,184.9387404022,67.355251223
2019-12-18,278.3326281597,1784.03,318.7483524197,225.01,202.5,67.631,135.6947489669,128.2087705687,153.5290244233,5.7147,122.4633521446,393.15,291.7417838313,184.3206829472,67.5389122123
2019-12-19,278.6112194798,1792.28,315.497010198,225.21,206.06,67.802,135.0164718241,129.5653199638,154.8617243827,5.8628,123.3620026603,404.04,293.4549824253,185.9555446023,67.0749265552
2019-12-20,278.0341374596,1786.5,313.6961170512,226.31,206.3,67.4795,134.9083406854,131.1298075874,156.5524631371,5.9602,123.7965149976,405.59,291.4330096661,187.4109702221,67.6065767873
2019-12-23,282.5711961012,1793.0,314.2173049573,225.48,206.18,67.442,134.8690202713,129.8623745759,156.5524631371,5.9465,123.3422520995,419.22,293.9231239016,186.4938527083,67.9448996623
2019-12-24,282.8398377313,1789.21,315.1711771627,225.47,205.12,67.178,135.242564205,129.8227672943,156.5226265709,5.9415,123.6582610721,425.25,293.3752987698,186.9823174711,67.6839077301
2019-12-26,288.4514628933,1868.77,312.6930761754,226.45,207.79,68.02,136.6777593187,129.8524727555,157.8055989198,5.9557,123.6582610721,430.94,294.4809094903,188.5673357831,67.7902377766
2019-12-27,288.3420163033,1869.8,311.2671847342,226.14,208.1,67.5945,136.7760603539,130.2287419308,158.0940190603,5.8979,124.5174104662,430.38,294.7996441125,188.7966151615,67.558244948
2019-12-30,290.0533629839,1846.89,308.2482283726,225.76,204.41,66.807,136.2747250744,130.0109018819,156.7314825347,5.7846,122.9176150427,414.7,292.6880272408,187.2415028554,67.1619238659
2019-12-31,292.1726469547,1847.84,310.7656642963,226.5,205.25,66.851,137.0316430453,130.1396255471,156.8408832776,5.8588,123.3422520995,418.33,292.817513181,187.3112835358,67.4519149016
2020-01-02,298.8389392571,1898.01,317.0297529033,228.39,209.78,68.3685,138.6929305399,130.9119675385,159.7449757264,5.9736,121.8708353211,430.26,291.3433655536,190.5211948343,68.5345481015
2020-01-03,295.933629776,1874.97,308.9660909603,226.18,208.67,68.033,136.8743613891,130.4762874408,157.7558713094,5.878,121.0511870485,443.01,288.3950702988,189.0059572027,67.9835651337
2020-01-06,298.2917063069,1902.88,308.5039054586,226.99,212.6,69.7105,136.7655267805,130.9614766405,158.1636377149,5.9027,121.2190668152,451.54,290.3971221441,188.597241789,68.5055489979
2020-01-07,296.8888000164,1906.86,307.4418621783,225.92,213.06,69.667,134.4404237787,131.2090221506,156.7215370126,5.9741,120.4685455054,469.06,288.6440817223,188.0988083575,67.9448996623
2020-01-08,301.6646512181,1891.97,303.6067058884,225.99,215.22,70.216,135.4891936433,132.3972405989,159.2178630559,5.9853,120.9820600858,492.14,294.7299209139,191.3186883246,66.9202646695
2020-01-09,308.0722515804,1901.05,301.1679398373,228.65,218.3,70.9915,135.9838964097,134.5855429078,161.2069674728,6.0511,122.3053476583,481.34,293.0565641476,192.6445212523,67.4325821659
2020-01-10,308.7687298806,1883.16,294.2449910472,226.62,218.06,71.4865,134.6284108299,136.6451215514,160.4610533165,6.0834,122.423851023,478.15,293.9629657294,193.162892021,66.8332673588
2020-01-13,315.365374353,1891.3,296.1724029263,228.45,221.91,71.9615,135.7464390818,137.5758926693,162.3904846009,6.2742,123.3225015387,524.86,284.7196616872,194.7180043271,67.4712476373
2020-01-14,311.1069070315,1869.44,303.0560167801,227.17,219.06,71.544,137.3294879341,139.269103958,161.2467495612,6.1571,123.1348712113,537.92,287.1002108963,195.4357484683,66.8912655659
2020-01-15,309.773648571,1862.02,298.0998148053,228.35,221.15,71.96,135.2715244261,139.7245876966,162.2910293801,6.1146,124.3890318211,518.5,295.2379042179,199.1739992042,66.7849355195
2020-01-16,313.6540276724,1877.94,301.9448048294,229.73,221.77,72.585,135.7959093584,140.0414459494,165.2647404834,6.1982,124.4976599054,513.49,299.5507820738,200.3203960965,66.5239435874
2020-01-17,317.1264694836,1864.72,303.6558745588,230.2,222.14,74.0195,136.7358446145,138.209609175,166.1896740373,6.2069,124.8334194388,510.5,297.289758348,204.0586468323,66.2726180231
2020-01-21,314.9773364429,1892.0,302.9478457052,228.63,221.44,74.22,135.3902530901,139.5265512885,165.5929427122,6.1736,124.5174104662,547.2,299.341612478,206.6405320072,65.3253139732
2020-01-22,316.1016514133,1887.46,307.6778717962,229.54,221.32,74.2975,135.2319482048,140.1701696147,164.7973009454,6.2261,124.7346666348,569.56,299.4013752197,207.2486207935,64.9483256268
2020-01-23,317.6239539838,1884.58,314.3353097662,229.38,219.76,74.3325,135.0934314303,139.8236059006,165.8117441981,6.2961,124.1677267875,572.2,298.2758435852,205.8729445227,64.5423381768
2020-01-24,316.7085825035,1861.64,318.6129840896,226.86,217.94,73.3355,131.7393466745,137.7046163345,164.1408964878,6.2368,124.3167399807,564.82,291.6521397188,204.3577068912,64.1073516233
2020-01-27,307.3956726601,1828.34,303.8918841766,222.45,214.87,71.695,130.6312124779,136.9520779839,161.3959323924,5.9809,124.8631216891,558.02,282.9666212654,201.058077575,62.580065502
2020-01-28,316.0917017233,1853.25,313.0175893999,224.03,217.79,72.628,133.0057857563,137.8927509221,164.5586084154,6.1743,125.200884927,566.9,284.7395826011,202.214443136,62.4930681913
2020-01-29,322.7082455756,1858.0,312.2308906738,224.5,223.23,72.9315,132.8079046498,138.5462710687,167.1245531133,6.1138,124.2372662777,580.99,281.7813268893,204.2181455303,61.971084327
2020-01-30,322.2406101455,1870.68,309.959298102,227.88,209.53,72.792,134.450317834,141.2692716793,171.8387305815,6.1205,125.121411224,640.81,279.8689191564,207.557649521,62.6283973413
2020-01-31,307.9528553003,2008.72,300.0862290889,224.43,201.91,71.7115,130.9577163037,138.2690200974,169.3026224499,5.887,123.800160911,650.57,271.3726493849,198.346599708,60.0474771236
2020-02-03,307.10713165,2004.2,300.1550652274,223.47,204.19,74.297,131.9570158917,139.6156676721,173.4300141151,5.9841,124.2869373421,780.0,272.9364411248,200.1808347357,58.7038519916
2020-02-04,317.2458657637,2049.67,306.4191538343,225.08,209.83,72.3535,133.8566745144,142.0317118503,179.1387437918,6.1534,124.8333190505,887.06,279.7294727592,202.9222186086,57.9692080345
2020-02-05,319.8327851646,2039.87,312.1030521308,228.65,210.11,72.4115,136.1323072396,145.9033236276,178.9199423059,6.2438,125.9757535317,734.7,294.5605931459,202.1745684614,60.6371255629
2020-02-06,323.5738686059,2050.23,314.3746447025,229.61,210.85,73.8115,136.1520953502,145.8538145256,182.6296220435,6.3306,126.3035825567,748.96,291.3035237258,202.4038478399,59.8154842951
2020-02-07,319.1860553144,2079.28,309.9887993042,227.38,212.33,73.9615,135.7167569158,144.9725525098,182.8882056177,6.2645,125.2505559914,748.07,288.0763356766,202.104787781,59.419163213
2020-02-10,320.7020469529,2133.91,308.9759246943,227.11,213.06,75.434,136.2807180695,144.0813886736,187.6720017405,6.5478,125.3399639074,771.28,285.8949956063,205.3446050854,58.8005156701
2020-02-11,318.7671628879,2150.8,314.8368302041,227.33,207.19,75.4395,136.5379635079,142.8337593029,183.4352093324,6.6703,123.3431871185,774.38,289.6401274165,203.3010280165,59.3594932207
2020-02-12,326.3371474514,2160.0,319.301345475,227.44,210.76,75.9135,136.5379635079,142.1010245931,183.7037384287,6.7861,122.637858004,767.29,302.2799472759,206.7900620366,60.0851833741
2020-02-13,324.0132918476,2149.87,318.5834828874,226.47,213.14,75.733,136.419234844,141.1405480141,182.7091862202,6.7423,124.1379241489,804.0,301.0050087873,207.0492474209,59.7517581685
2020-02-14,324.0930808812,2134.87,312.4865677598,226.8,214.18,76.037,136.0036845203,140.4637104072,184.3402518421,7.2156,125.3101612687,800.03,297.5985325132,209.934359885,59.477172705
2020-02-18,318.1587715067,2155.67,305.5832864378,226.77,217.8,75.9835,134.2029664509,140.3542219708,186.2100099941,7.3844,124.048516233,858.4,300.9452460457,210.8428209031,58.7220626806
2020-02-19,322.7665881975,2170.22,310.4411510718,229.24,217.49,76.3345,136.0333666863,140.1750590749,186.7669592308,7.8359,124.6147663671,917.42,304.1027108963,212.9492524945,59.1731673705
2020-02-20,319.4553433028,2153.1,304.0983925922,228.17,214.58,75.9075,136.0333666863,141.3396178984,183.9147940055,7.6865,125.7472666354,899.41,300.9352855888,211.0923981059,58.7024494332
2020-02-21,312.2244621322,2095.97,299.4372026398,229.33,210.18,74.2555,134.3711653914,141.3794318753,178.1007648923,7.3222,125.86647719,901.0,300.2380536028,208.4568628446,57.9865659035
2020-02-24,297.3936755105,2009.29,286.7516856807,221.69,200.72,71.0795,130.7598351972,137.5075226244,170.4218585164,6.8045,122.4888448108,833.79,276.6915333919,198.4538085574,55.2701311403
2020-02-25,287.3203100177,1972.74,277.9799948841,218.05,196.77,69.4225,124.9223425544,134.7802652086,167.6095837138,6.5249,120.6311470022,799.91,262.3484753954,188.0813800101,53.1519004223
2020-02-26,291.8782585625,1979.59,281.1267897887,216.06,197.2,69.659,125.2983166569,132.9090082956,169.7038309072,6.6643,119.3695019665,778.8,261.9600175747,186.8933925249,51.9849122027
2020-02-27,272.7987059013,1884.3,269.395145035,207.67,189.75,65.9045,120.0841494997,128.5891918049,157.7466766933,6.2934,112.7533161884,679.0,252.9159226714,179.7055690851,48.8565992443
2020-02-28,272.6391278341,1883.75,268.0872584028,206.34,192.47,66.9665,114.8798763979,125.5434225742,161.5661846699,6.7286,112.4850924406,667.99,253.9518101933,181.4526095045,50.4452722827
2020-03-02,298.0220141502,1953.95,280.2319199877,217.63,196.44,69.4555,120.2325603296,132.2222171946,172.3166535962,6.8871,118.7734491937,743.62,272.0300395431,192.0047336377,52.8380884641
2020-03-03,288.5570400386,1908.99,269.6901570573,208.81,185.89,67.0695,115.7208711006,129.7039831574,164.0593360907,6.6245,117.3925936033,745.51,260.366344464,185.4158954845,50.307979551
2020-03-04,301.9416504261,1975.83,280.7039392234,217.86,191.76,69.326,118.5802530901,139.7271518351,170.0827899232,7.0884,123.6809503564,749.5,288.2755448155,193.9614189075,51.4063214048
2020-03-05,292.1475465509,1924.03,269.4836486417,208.96,185.17,65.952,112.762548558,139.4982214681,165.8145146909,6.8088,120.8298312598,724.54,281.8410896309,186.6438153222,49.1409913314
2020-03-06,288.2678047918,1901.09,264.9699647005,205.98,181.09,64.9205,106.9349499706,140.8021292107,161.1273900199,6.6282,120.8596338985,703.48,282.7474912127,184.0482124133,46.7677883974
2020-03-09,265.4680884387,1800.61,243.6012605515,193.13,169.5,60.778,92.4500529723,135.0888235294,150.207386797,6.115,115.2964746856,608.0,272.3587346221,170.8405868426,41.0505267837
2020-03-10,284.5875356167,1891.82,258.5288688801,202.73,178.19,64.0195,99.6331371395,140.5333848668,160.4791706505,6.5046,119.7569362688,645.33,278.8927943761,182.2911889058,42.5705534563
2020-03-11,274.7036690786,1820.86,241.880357088,194.64,170.24,60.7705,94.9433549147,139.3688260432,153.2091411076,6.1406,110.8558815283,634.23,276.681572935,172.6575088787,41.1682062681
2020-03-12,247.5753976524,1676.61,215.1424341331,175.97,154.47,55.7455,87.1171571513,125.4339341378,138.6790546275,5.3892,101.1700239702,560.55,249.4198022847,159.80927448,36.4610268949
2020-03-13,277.2369708956,1785.0,230.3257195478,196.4,170.28,60.9865,102.8091288994,138.7218489191,158.3948960627,6.0004,113.3195663225,546.62,272.04,175.5326382547,37.3828495221
2020-03-16,241.5712728735,1689.15,184.4611838134,177.77,146.01,54.2165,87.4238728664,128.7783081951,135.0490261589,4.8932,107.7862097483,445.07,225.04,151.7529223744,33.8230451211
2020-03-17,252.1931879723,1807.84,196.192828567,187.6,149.42,55.99,92.7666627428,142.5340372046,146.1684814954,5.4131,117.4621330935,430.2,244.22,157.6229781837,36.0981818182
2020-03-18,246.019511497,1830.0,165.0788939479,172.44,146.96,54.84,83.0012301354,142.4245487682,140.015383789,5.0531,116.677330276,361.22,217.06,148.2288922713,32.479537675
2020-03-19,244.1344955781,1880.93,191.2169591242,174.68,153.13,55.7645,84.3962919364,132.47105455,142.3190557018,5.306,110.1008813494,427.64,219.8,151.9925164891,33.764205379
2020-03-20,228.6354758,1846.09,192.22,170.06,149.73,53.616,82.6153619776,121.8307692308,136.9737390557,5.1261,101.7561425302,427.53,206.59,146.581682733,32.1068859747
2020-03-23,223.7783183792,1902.83,193.47,162.13,148.1,52.831,78.1927192466,118.4963486677,135.6074920771,5.299,97.0572598379,434.29,194.86,135.5104380179,30.8418315181
2020-03-24,246.2289577102,1940.1,212.76,178.2,160.98,56.723,87.4931312537,122.3184904475,147.9336327013,6.2082,102.5906164121,505.0,219.8,154.2686605784,34.7546743721
2020-03-25,244.8725441389,1885.84,217.55,180.47,156.21,55.1245,90.7581695115,121.3729084967,146.5175226943,6.1195,100.2560763853,539.25,234.49,161.5063994588,36.5688997555
2020-03-26,257.7584730664,1955.49,243.17,183.9,163.34,58.0875,97.0804708652,133.7251948215,155.682347317,6.409,106.6735779058,528.16,255.39,168.5943920176,38.0693131807
2020-03-27,247.0866898215,1900.1,230.69,179.66,156.79,55.5355,90.1645261919,133.4863109603,149.2899070742,6.2966,109.4452232993,514.36,242.45,161.2867715204,36.2354745499
2020-03-30,254.1380456665,1963.95,240.11,183.18,165.95,57.341,92.5094173043,137.7961739568,159.7910608584,6.617,114.2434481204,502.13,251.28,165.2899898529,36.7748388531
2020-03-31,253.6194169481,1949.72,237.1,182.83,166.8,58.1405,89.0761801059,138.0748717949,157.2779642262,6.5674,109.2763416803,524.0,249.38,160.8475156435,37.2357501667
2020-04-01,59.8546737398,1907.7,219.2296542643,175.95,159.6,55.281,83.4662507357,135.7855681247,150.9248679691,6.0559,108.6107494174,96.312,237.32,152.8510620666,36.8042587242
2020-04-02,60.8534524888,1918.83,232.395393462,179.73,158.19,56.042,86.5828781636,141.5187807944,154.0503254281,6.3649,113.6473953476,90.894,240.44,157.1238237781,39.6187597244
2020-04-03,59.9788999524,1906.59,229.6504887893,178.34,154.18,54.894,84.05,139.0105002514,152.6314669626,6.0769,114.3229218234,96.002,229.49,151.5931929647,38.4517715048
2020-04-06,65.2113080257,1997.59,247.4727626995,185.24,165.55,59.346,89.46,140.9514316239,163.982334687,6.687,117.0349619397,103.248,248.34,169.1534449518,39.6874060902
2020-04-07,64.4560126533,2011.6,248.2864308703,185.25,168.83,59.3255,90.64,141.2201759678,162.2162031705,6.4536,112.0281186481,109.09,248.04,168.3048824624,40.4425161147
2020-04-08,66.1057367562,2043.0,255.9623607227,191.01,174.28,60.514,94.3,145.5399924585,163.8434254666,6.6509,114.3427902492,109.768,267.83,174.6441434128,43.0020448989
2020-04-09,66.5827654125,2042.76,249.2961636606,193.84,175.19,60.5725,102.76,145.0522712418,163.8533475538,6.5512,113.9056848824,114.6,264.13,173.396257399,42.2959679929
2020-04-13,67.8896251687,2168.87,254.8055794678,188.77,174.79,60.878,98.19,143.7483634992,164.2204647792,6.7231,115.187198344,130.19,263.51,168.7042059868,41.9331229162
2020-04-14,71.3182686356,2283.32,262.3638705485,192.94,178.17,63.4615,95.5,150.4072511312,172.3466541728,7.0744,120.1642389969,141.978,270.5,174.3246845933,41.6095043343
2020-04-15,70.6673232818,2307.68,252.3743781863,188.57,176.97,63.1235,90.79,150.4769255907,170.5408343075,6.997,120.4225285317,145.966,281.68,165.6793302892,39.6972127139
2020-04-16,71.2288257626,2408.19,253.2076528191,187.96,176.25,63.1735,87.33,154.0104160382,175.6606312882,7.3423,120.7006864924,149.042,298.43,162.1453170979,38.3929317626
2020-04-17,70.2623458288,2375.0,260.6483051281,191.2,179.24,64.1625,95.18,156.5585105581,177.2084768869,7.283,123.8697004011,150.778,290.56,169.2532758329,42.3842276061
2020-04-20,68.8039300932,2393.61,253.1978495881,188.75,178.24,63.3305,91.71,157.056185269,173.6960580282,7.1517,119.8066073332,149.272,282.14,163.9422729579,40.3836763725
2020-04-21,66.677177334,2328.12,242.7770150631,183.48,170.8,60.817,89.05,151.9599962293,166.5124669158,6.7147,118.8926597482,137.344,274.19,160.258513445,40.1679306513
2020-04-22,68.5977145804,2363.49,254.8545956226,186.58,182.28,63.1605,89.34,155.9812078934,172.1680566037,7.1292,118.6145017876,146.422,277.02,166.3082648402,41.3153056235
2020-04-23,68.3318704855,2399.45,253.8350596014,185.63,185.13,63.8155,89.39,159.1862330317,170.0844182977,7.0759,119.4,141.126,285.33,166.0986199899,42.6097799511
2020-04-24,70.3045827411,2410.22,259.5993594139,186.52,190.07,63.9655,90.71,162.1722812971,173.1900315824,7.215,118.78,145.03,291.29,167.0370302723,42.8843654145
2020-04-27,70.3542732261,2376.0,263.1677354883,187.46,187.5,63.794,94.62,160.5399082453,172.6939272238,7.4016,117.45,159.75,293.98,171.4695213935,43.0903045121
2020-04-28,69.2138765947,2314.08,259.5209335661,187.12,182.91,61.6835,95.29,156.5684640523,168.486962263,7.2591,116.89,153.824,288.36,170.9603838999,44.1003867526
2020-04-29,71.4872162847,2372.71,270.5887813354,189.61,194.19,67.074,97.86,154.4384162896,176.0475926879,7.4359,117.08,160.102,287.65,181.4825587688,46.5422360525
